Gene stable ID	Gene stable ID version	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name	Gene name
ENSG00000183625	ENSG00000183625.16	46130890	46266706	3	CCR3
ENSG00000174106	ENSG00000174106.3	65169583	65248355	12	LEMD3
ENSG00000012223	ENSG00000012223.13	46435645	46485234	3	LTF
ENSG00000015676	ENSG00000015676.18	44379119	44490658	7	NUDCD3
ENSG00000110492	ENSG00000110492.17	46380756	46383837	11	MDK
ENSG00000106829	ENSG00000106829.21	79571773	79726882	9	TLE4
ENSG00000073060	ENSG00000073060.17	124776856	124882668	12	SCARB1
ENSG00000058404	ENSG00000058404.21	44210019	44334577	7	CAMK2B
ENSG00000130598	ENSG00000130598.17	1838981	1841680	11	TNNI2
ENSG00000142186	ENSG00000142186.18	65525077	65538704	11	SCYL1
ENSG00000186399	ENSG00000186399.11	30400562	30414260	15	GOLGA8R
ENSG00000092531	ENSG00000092531.10	42491233	42545356	15	SNAP23
ENSG00000239382	ENSG00000239382.11	36009120	36014239	19	ALKBH6
ENSG00000163825	ENSG00000163825.5	46494611	46500950	3	RTP3
ENSG00000163827	ENSG00000163827.14	46515385	46606948	3	LRRC2
ENSG00000274764	ENSG00000274764.6	13049476	13056575	1	PRAMEF27
ENSG00000275774	ENSG00000275774.3	13115488	13116854	1	HNRNPCL2
ENSG00000038382	ENSG00000038382.23	14143342	14532128	5	TRIO
ENSG00000179412	ENSG00000179412.11	13163914	13165631	1	HNRNPCL4
ENSG00000213516	ENSG00000213516.10	88979456	88992960	1	RBMXL1
ENSG00000117226	ENSG00000117226.12	89006679	89022894	1	GBP3
ENSG00000050426	ENSG00000050426.16	51047962	51060424	12	LETMD1
ENSG00000163703	ENSG00000163703.20	9933793	9945413	3	CRELD1
ENSG00000204694	ENSG00000204694.13	29425504	29457071	6	OR11A1
ENSG00000080546	ENSG00000080546.14	108984309	109094846	6	SESN1
ENSG00000019144	ENSG00000019144.20	118606440	118658031	11	PHLDB1
ENSG00000117228	ENSG00000117228.11	89051882	89065360	1	GBP1
ENSG00000130560	ENSG00000130560.9	135932969	135961373	9	UBAC1
ENSG00000162645	ENSG00000162645.13	89106132	89150456	1	GBP2
ENSG00000148411	ENSG00000148411.8	136006537	136095289	9	NACC2
ENSG00000177733	ENSG00000177733.7	137745651	137754363	5	HNRNPA0
ENSG00000110925	ENSG00000110925.7	51061205	51083664	12	CSRNP2
ENSG00000238227	ENSG00000238227.8	136114581	136118875	9	TMEM250
ENSG00000150756	ENSG00000150756.14	10225507	10249897	5	ATPSCKMT
ENSG00000107187	ENSG00000107187.17	136196250	136205128	9	LHX3
ENSG00000213512	ENSG00000213512.3	89131742	89176009	1	GBP7
ENSG00000077348	ENSG00000077348.10	41386371	41397362	19	EXOSC5
ENSG00000162654	ENSG00000162654.9	89181144	89198942	1	GBP4
ENSG00000061936	ENSG00000061936.10	131711081	131799738	12	SFSWAP
ENSG00000150753	ENSG00000150753.12	10249929	10266389	5	CCT5
ENSG00000165661	ENSG00000165661.18	136206333	136245812	9	QSOX2
ENSG00000112486	ENSG00000112486.18	167111807	167139141	6	CCR6
ENSG00000142459	ENSG00000142459.9	7830218	7864976	19	EVI5L
ENSG00000288701	ENSG00000288701.1	131373636	131500197	9	PRRC2B
ENSG00000000938	ENSG00000000938.13	27612064	27635185	1	FGR
ENSG00000072778	ENSG00000072778.20	7217125	7225266	17	ACADVL
ENSG00000066044	ENSG00000066044.15	7958573	8005659	19	ELAVL1
ENSG00000177169	ENSG00000177169.10	131894622	131923150	12	ULK1
ENSG00000130477	ENSG00000130477.16	17601336	17688365	19	UNC13A
ENSG00000128881	ENSG00000128881.18	42738730	42920809	15	TTBK2
ENSG00000177192	ENSG00000177192.14	131929200	131945896	12	PUS1
ENSG00000126709	ENSG00000126709.16	27666064	27672212	1	IFI6
ENSG00000148158	ENSG00000148158.17	112750760	112881671	9	SNX30
ENSG00000068654	ENSG00000068654.17	86020216	86106155	2	POLR1A
ENSG00000085741	ENSG00000085741.14	76186325	76210736	11	WNT11
ENSG00000228623	ENSG00000228623.9	112988129	113012192	9	ZNF883
ENSG00000107263	ENSG00000107263.19	131576770	131740076	9	RAPGEF1
ENSG00000165457	ENSG00000165457.15	72216601	72221950	11	FOLR2
ENSG00000174197	ENSG00000174197.19	41621134	41773081	15	MGA
ENSG00000124762	ENSG00000124762.14	36676460	36687337	6	CDKN1A
ENSG00000130479	ENSG00000130479.11	17719242	17734513	19	MAP1S
ENSG00000198598	ENSG00000198598.7	131828393	131851783	12	MMP17
ENSG00000277058	ENSG00000277058.3	13060769	13062878	1	HNRNPCL3
ENSG00000255587	ENSG00000255587.9	36697826	36733184	6	RAB44
ENSG00000137959	ENSG00000137959.17	78619902	78646145	1	IFI44L
ENSG00000137168	ENSG00000137168.8	36854827	36874803	6	PPIL1
ENSG00000204583	ENSG00000204583.10	132603150	132610582	12	LRCOL1
ENSG00000187848	ENSG00000187848.15	132618776	132622388	12	P2RX2
ENSG00000174151	ENSG00000174151.15	109494052	109502932	1	CYB561D1
ENSG00000109991	ENSG00000109991.10	57338352	57372396	11	P2RX3
ENSG00000167195	ENSG00000167195.8	75258334	75273455	15	GOLGA6C
ENSG00000140478	ENSG00000140478.16	75282835	75295807	15	GOLGA6D
ENSG00000181754	ENSG00000181754.7	109504178	109509738	1	AMIGO1
ENSG00000065135	ENSG00000065135.12	109548615	109600195	1	GNAI3
ENSG00000145491	ENSG00000145491.12	10441524	10472029	5	ROPN1L
ENSG00000165458	ENSG00000165458.15	72223701	72239147	11	INPPL1
ENSG00000176884	ENSG00000176884.17	137138346	137168756	9	GRIN1
ENSG00000132170	ENSG00000132170.24	12287368	12434356	3	PPARG
ENSG00000137409	ENSG00000137409.21	36965807	36986298	6	MTCH1
ENSG00000004975	ENSG00000004975.12	7225342	7234517	17	DVL2
ENSG00000134183	ENSG00000134183.13	109603091	109619929	1	GNAT2
ENSG00000179913	ENSG00000179913.11	17794828	17813576	19	B3GNT3
ENSG00000115232	ENSG00000115232.14	181457202	181538940	2	ITGA4
ENSG00000073756	ENSG00000073756.13	186671791	186680922	1	PTGS2
ENSG00000130513	ENSG00000130513.7	18374731	18389176	19	GDF15
ENSG00000105656	ENSG00000105656.13	18442663	18522116	19	ELL
ENSG00000137193	ENSG00000137193.14	37170152	37175428	6	PIM1
ENSG00000172738	ENSG00000172738.13	37212180	37258155	6	TMEM217
ENSG00000065883	ENSG00000065883.18	39950121	40099580	7	CDK13
ENSG00000026508	ENSG00000026508.21	35138882	35232402	11	CD44
ENSG00000153904	ENSG00000153904.21	85318481	85578363	1	DDAH1
ENSG00000040633	ENSG00000040633.13	7235029	7239722	17	PHF23
ENSG00000112182	ENSG00000112182.16	89926528	90296843	6	BACH2
ENSG00000181666	ENSG00000181666.19	37312837	37369365	19	ZNF875
ENSG00000155380	ENSG00000155380.13	112911847	112957593	1	SLC16A1
ENSG00000214336	ENSG00000214336.5	88446787	88452693	2	FOXI3
ENSG00000140398	ENSG00000140398.14	75346955	75357115	15	NEIL1
ENSG00000134259	ENSG00000134259.6	115285904	115338770	1	NGF
ENSG00000124496	ENSG00000124496.13	42224931	42452051	6	TRERF1
ENSG00000170296	ENSG00000170296.10	7240008	7242449	17	GABARAP
ENSG00000087338	ENSG00000087338.5	69829660	69881384	2	GMCL1
ENSG00000175826	ENSG00000175826.12	7243591	7252491	17	CTDNEP1
ENSG00000112299	ENSG00000112299.8	132680849	132714055	6	VNN1
ENSG00000112303	ENSG00000112303.14	132743870	132763459	6	VNN2
ENSG00000105642	ENSG00000105642.16	17951293	18000085	19	KCNN1
ENSG00000140400	ENSG00000140400.18	75355207	75368612	15	MAN2C1
ENSG00000187583	ENSG00000187583.11	966482	975865	1	PLEKHN1
ENSG00000005483	ENSG00000005483.23	104940943	105115019	7	KMT2E
ENSG00000059728	ENSG00000059728.11	69897688	69942945	2	MXD1
ENSG00000176894	ENSG00000176894.10	132687587	132704985	12	PXMP2
ENSG00000183647	ENSG00000183647.11	57599885	57612722	19	ZNF530
ENSG00000188290	ENSG00000188290.11	998962	1000172	1	HES4
ENSG00000112787	ENSG00000112787.14	132489551	132585188	12	FBRSL1
ENSG00000166704	ENSG00000166704.13	57977076	58003349	19	ZNF606
ENSG00000187608	ENSG00000187608.10	1001138	1014540	1	ISG15
ENSG00000169564	ENSG00000169564.7	70087477	70089203	2	PCBP1
ENSG00000188157	ENSG00000188157.15	1020120	1056118	1	AGRN
ENSG00000181885	ENSG00000181885.18	7259903	7263983	17	CLDN7
ENSG00000186017	ENSG00000186017.16	36445119	36489902	19	ZNF566
ENSG00000181856	ENSG00000181856.15	7281718	7288257	17	SLC2A4
ENSG00000231738	ENSG00000231738.11	85014311	85036277	12	TSPAN19
ENSG00000213719	ENSG00000213719.8	31730581	31739763	6	CLIC1
ENSG00000166598	ENSG00000166598.16	103930107	103953931	12	HSP90B1
ENSG00000197647	ENSG00000197647.13	12014715	12035741	19	ZNF433
ENSG00000176978	ENSG00000176978.15	137110542	137118309	9	DPP7
ENSG00000131126	ENSG00000131126.19	43401496	43418597	19	TEX101
ENSG00000006047	ENSG00000006047.13	7288263	7294639	17	YBX2
ENSG00000124466	ENSG00000124466.9	43460787	43465608	19	LYPD3
ENSG00000130948	ENSG00000130948.10	96235306	96302176	9	HSD17B3
ENSG00000071967	ENSG00000071967.12	171522247	171558129	2	CYBRD1
ENSG00000213585	ENSG00000213585.11	133971871	134004975	5	VDAC1
ENSG00000272886	ENSG00000272886.6	53283429	53347586	3	DCP1A
ENSG00000176531	ENSG00000176531.11	43474954	43504935	19	PHLDB3
ENSG00000120278	ENSG00000120278.17	150599883	150843665	6	PLEKHG1
ENSG00000129646	ENSG00000129646.16	76274049	76308276	17	QRICH2
ENSG00000234745	ENSG00000234745.14	31353872	31367067	6	HLA-B
ENSG00000081059	ENSG00000081059.20	134114681	134151865	5	TCF7
ENSG00000154997	ENSG00000154997.9	55793540	55862755	7	SEPTIN14
ENSG00000124356	ENSG00000124356.17	73828916	73873659	2	STAMBP
ENSG00000056736	ENSG00000056736.10	53846568	53865794	3	IL17RB
ENSG00000105755	ENSG00000105755.8	43506719	43527230	19	ETHE1
ENSG00000270885	ENSG00000270885.2	35731639	35743521	17	RASL10B
ENSG00000270765	ENSG00000270765.7	35744511	35753239	17	GAS2L2
ENSG00000130958	ENSG00000130958.13	96313444	96383711	9	SLC35D2
ENSG00000271447	ENSG00000271447.6	35756249	35795707	17	MMP28
ENSG00000176472	ENSG00000176472.11	43525497	43536130	19	ZNF575
ENSG00000134815	ENSG00000134815.19	47349315	47382704	19	DHX34
ENSG00000113812	ENSG00000113812.14	53867066	53882152	3	ACTR8
ENSG00000117601	ENSG00000117601.15	173903800	173917327	1	SERPINC1
ENSG00000140750	ENSG00000140750.17	24919389	25015666	16	ARHGAP17
ENSG00000165244	ENSG00000165244.7	96385941	96418370	9	ZNF367
ENSG00000130956	ENSG00000130956.14	96450169	96491336	9	HABP4
ENSG00000105419	ENSG00000105419.18	47403124	47419527	19	MEIS3
ENSG00000081377	ENSG00000081377.17	96490241	96619843	9	CDC14B
ENSG00000169410	ENSG00000169410.11	75463251	75579315	15	PTPN9
ENSG00000135773	ENSG00000135773.13	230747384	230802003	1	CAPN9
ENSG00000169375	ENSG00000169375.17	75369379	75455842	15	SIN3A
ENSG00000181693	ENSG00000181693.9	56288462	56292254	11	OR8H1
ENSG00000134571	ENSG00000134571.12	47331406	47352702	11	MYBPC3
ENSG00000212122	ENSG00000212122.4	113432553	113434989	5	TSSK1B
ENSG00000047188	ENSG00000047188.16	113513694	113595285	5	YTHDC2
ENSG00000103018	ENSG00000103018.18	69398402	69466264	16	CYB5B
ENSG00000188906	ENSG00000188906.17	40196744	40369285	12	LRRK2
ENSG00000137965	ENSG00000137965.11	78649796	78664078	1	IFI44
ENSG00000131095	ENSG00000131095.14	44903159	44916937	17	GFAP
ENSG00000158865	ENSG00000158865.13	24845841	24911628	16	SLC5A11
ENSG00000118160	ENSG00000118160.14	47428017	47471893	19	SLC8A2
ENSG00000171444	ENSG00000171444.19	113022106	113488823	5	MCC
ENSG00000230246	ENSG00000230246.9	87914488	87923657	9	SPATA31C1
ENSG00000086062	ENSG00000086062.13	33104082	33167356	9	B4GALT1
ENSG00000163239	ENSG00000163239.12	154502219	154548147	1	TDRD10
ENSG00000137474	ENSG00000137474.23	77128246	77215241	11	MYO7A
ENSG00000160714	ENSG00000160714.10	154548577	154559028	1	UBE2Q1
ENSG00000105402	ENSG00000105402.8	47487637	47515091	19	NAPA
ENSG00000072041	ENSG00000072041.18	84859491	84913629	12	SLC6A15
ENSG00000174136	ENSG00000174136.13	98768650	98798643	5	RGMB
ENSG00000086065	ENSG00000086065.14	33264879	33282070	9	CHMP5
ENSG00000137076	ENSG00000137076.22	35696948	35732195	9	TLN1
ENSG00000153922	ENSG00000153922.12	98853985	98929007	5	CHD1
ENSG00000160710	ENSG00000160710.18	154581695	154628013	1	ADAR
ENSG00000168907	ENSG00000168907.13	42139034	42156636	15	PLA2G4F
ENSG00000169955	ENSG00000169955.8	30530367	30535347	16	ZNF747
ENSG00000082781	ENSG00000082781.12	124761948	124901418	3	ITGB5
ENSG00000103319	ENSG00000103319.12	22206278	22288738	16	EEF2K
ENSG00000118156	ENSG00000118156.13	47520690	47573148	19	ZNF541
ENSG00000164485	ENSG00000164485.15	137143820	137173648	6	IL22RA2
ENSG00000168792	ENSG00000168792.5	29560547	29567037	17	ABHD15
ENSG00000179168	ENSG00000179168.15	38384267	38388082	19	GGN
ENSG00000111897	ENSG00000111897.7	122443351	122471807	6	SERINC1
ENSG00000197302	ENSG00000197302.11	31713229	31794869	16	KRBOX5
ENSG00000135549	ENSG00000135549.16	122471917	122726373	6	PKIB
ENSG00000188766	ENSG00000188766.13	38388421	38399587	19	SPRED3
ENSG00000173702	ENSG00000173702.7	124905442	124953819	3	MUC13
ENSG00000166887	ENSG00000166887.16	42158701	42208307	15	VPS39
ENSG00000189190	ENSG00000189190.11	52749942	52786807	19	ZNF600
ENSG00000157343	ENSG00000157343.9	35737032	35749079	6	ARMC12
ENSG00000182986	ENSG00000182986.15	52860851	52897693	19	ZNF320
ENSG00000136068	ENSG00000136068.16	58008398	58172251	3	FLNB
ENSG00000180264	ENSG00000180264.12	124450451	124478589	9	ADGRD2
ENSG00000161980	ENSG00000161980.6	46407	53608	16	POLR3K
ENSG00000108262	ENSG00000108262.16	29573475	29594054	17	GIT1
ENSG00000113712	ENSG00000113712.19	149492982	149551471	5	CSNK1A1
ENSG00000196748	ENSG00000196748.10	35776594	35779552	6	CLPSL2
ENSG00000136811	ENSG00000136811.17	128455186	128501292	9	ODF2
ENSG00000268480	ENSG00000268480.4	8630633	8681151	19	NFILZ
ENSG00000204140	ENSG00000204140.10	35781019	35793675	6	CLPSL1
ENSG00000167754	ENSG00000167754.13	50943303	50953093	19	KLK5
ENSG00000137392	ENSG00000137392.10	35794982	35797344	6	CLPS
ENSG00000149932	ENSG00000149932.17	29940885	29973050	16	TMEM219
ENSG00000139304	ENSG00000139304.16	80402178	80680273	12	PTPRQ
ENSG00000197753	ENSG00000197753.11	35797206	35845397	6	LHFPL5
ENSG00000096063	ENSG00000096063.16	35832966	35921342	6	SRPK1
ENSG00000110169	ENSG00000110169.12	6431049	6442617	11	HPX
ENSG00000103978	ENSG00000103978.17	42210447	42273534	15	TMEM87A
ENSG00000015413	ENSG00000015413.10	89613308	89638456	16	DPEP1
ENSG00000167755	ENSG00000167755.15	50958631	50969673	19	KLK6
ENSG00000165899	ENSG00000165899.12	80099537	80380880	12	OTOGL
ENSG00000112977	ENSG00000112977.16	10679230	10761234	5	DAP
ENSG00000149972	ENSG00000149972.12	99020949	100358885	11	CNTN5
ENSG00000169035	ENSG00000169035.12	50976468	50984099	19	KLK7
ENSG00000166669	ENSG00000166669.14	10326434	10483638	16	ATF7IP2
ENSG00000169862	ENSG00000169862.21	10971836	11904446	5	CTNND2
ENSG00000089127	ENSG00000089127.15	112905856	112933219	12	OAS1
ENSG00000198720	ENSG00000198720.13	29589769	29614761	17	ANKRD13B
ENSG00000179134	ENSG00000179134.16	39342421	39385710	19	SAMD4B
ENSG00000189298	ENSG00000189298.14	28349947	28369172	6	ZKSCAN3
ENSG00000103647	ENSG00000103647.13	68578993	68727806	15	CORO2B
ENSG00000123612	ENSG00000123612.16	157526767	157628864	2	ACVR1C
ENSG00000112679	ENSG00000112679.15	291630	351355	6	DUSP22
ENSG00000125734	ENSG00000125734.16	6729914	6737580	19	GPR108
ENSG00000140350	ENSG00000140350.15	68778535	68820897	15	ANP32A
ENSG00000173065	ENSG00000173065.14	28755980	28855232	17	FAM222B
ENSG00000166833	ENSG00000166833.23	19350724	20121601	11	NAV2
ENSG00000140853	ENSG00000140853.17	56989485	57083531	16	NLRC5
ENSG00000106078	ENSG00000106078.19	51016212	51316818	7	COBL
ENSG00000115170	ENSG00000115170.16	157736251	157876330	2	ACVR1
ENSG00000255346	ENSG00000255346.11	69014695	69062762	15	NOX5
ENSG00000137265	ENSG00000137265.16	391739	411443	6	IRF4
ENSG00000143801	ENSG00000143801.18	226870184	226927726	1	PSEN2
ENSG00000111331	ENSG00000111331.14	112938051	112976460	12	OAS3
ENSG00000027697	ENSG00000027697.16	137197483	137219449	6	IFNGR1
ENSG00000254415	ENSG00000254415.4	51639478	51646825	19	SIGLEC14
ENSG00000223638	ENSG00000223638.4	55759097	55763421	19	RFPL4A
ENSG00000105261	ENSG00000105261.8	36111143	36113711	19	OVOL3
ENSG00000126251	ENSG00000126251.7	35371068	35372962	19	GPR42
ENSG00000165688	ENSG00000165688.14	136410630	136427992	9	PMPCA
ENSG00000213793	ENSG00000213793.6	52904415	52923470	19	ZNF888
ENSG00000170909	ENSG00000170909.14	54094668	54102692	19	OSCAR
ENSG00000132185	ENSG00000132185.18	161706972	161714352	1	FCRLA
ENSG00000079841	ENSG00000079841.20	71886550	72403150	6	RIMS1
ENSG00000244623	ENSG00000244623.2	99876062	99877033	7	OR2AE1
ENSG00000075790	ENSG00000075790.12	107580246	107629170	7	BCAP29
ENSG00000111335	ENSG00000111335.14	112978395	113011723	12	OAS2
ENSG00000081721	ENSG00000081721.12	161749758	161757238	1	DUSP12
ENSG00000082512	ENSG00000082512.15	211326615	211374946	1	TRAF5
ENSG00000130244	ENSG00000130244.13	38403093	38409088	19	FAM98C
ENSG00000128714	ENSG00000128714.6	176092721	176095944	2	HOXD13
ENSG00000170178	ENSG00000170178.7	176099795	176102489	2	HOXD12
ENSG00000128713	ENSG00000128713.14	176104216	176109754	2	HOXD11
ENSG00000128710	ENSG00000128710.6	176108790	176119937	2	HOXD10
ENSG00000128709	ENSG00000128709.13	176122719	176124937	2	HOXD9
ENSG00000175879	ENSG00000175879.9	176129694	176132695	2	HOXD8
ENSG00000170385	ENSG00000170385.10	211571568	211579161	1	SLC30A1
ENSG00000146013	ENSG00000146013.11	138252380	138274621	5	GFRA3
ENSG00000170166	ENSG00000170166.6	176151550	176153226	2	HOXD4
ENSG00000113070	ENSG00000113070.8	140332843	140346603	5	HBEGF
ENSG00000198570	ENSG00000198570.7	211476522	211492162	1	RD3
ENSG00000113140	ENSG00000113140.11	151661096	151686975	5	SPARC
ENSG00000167749	ENSG00000167749.12	50906351	50911395	19	KLK4
ENSG00000118217	ENSG00000118217.7	161766298	161977574	1	ATF6
ENSG00000187037	ENSG00000187037.9	37683766	37833788	7	GPR141
ENSG00000232258	ENSG00000232258.7	8537605	8590511	16	TMEM114
ENSG00000128645	ENSG00000128645.15	176188668	176190907	2	HOXD1
ENSG00000086288	ENSG00000086288.12	37848597	37900397	7	NME8
ENSG00000103034	ENSG00000103034.15	58462846	58513628	16	NDRG4
ENSG00000128652	ENSG00000128652.12	176136612	176173102	2	HOXD3
ENSG00000158417	ENSG00000158417.11	99337371	99401326	2	EIF5B
ENSG00000039537	ENSG00000039537.16	41142116	41261438	5	C6
ENSG00000177119	ENSG00000177119.17	45215987	45482280	12	ANO6
ENSG00000099139	ENSG00000099139.14	75890644	76362975	9	PCSK5
ENSG00000131737	ENSG00000131737.7	41377669	41382306	17	KRT34
ENSG00000160145	ENSG00000160145.16	124033369	124726325	3	KALRN
ENSG00000130669	ENSG00000130669.17	39125770	39182816	19	PAK4
ENSG00000137955	ENSG00000137955.16	75786197	75795086	1	RABGGTB
ENSG00000070081	ENSG00000070081.18	17208153	17349980	11	NUCB2
ENSG00000175866	ENSG00000175866.16	81035122	81117434	17	BAIAP2
ENSG00000144218	ENSG00000144218.21	99545419	100192428	2	AFF3
ENSG00000112936	ENSG00000112936.21	40909492	41020216	5	C7
ENSG00000167618	ENSG00000167618.10	54497879	54510687	19	LAIR2
ENSG00000138829	ENSG00000138829.14	128257909	128659185	5	FBN2
ENSG00000110218	ENSG00000110218.9	94128841	94181968	11	PANX1
ENSG00000239998	ENSG00000239998.7	54572920	54590287	19	LILRA2
ENSG00000280094	ENSG00000280094.3	122628125	122657627	9	OR1B1
ENSG00000085514	ENSG00000085514.16	100367530	100400096	7	PILRA
ENSG00000057468	ENSG00000057468.7	75796882	75913242	1	MSH4
ENSG00000123901	ENSG00000123901.9	94377316	94401419	11	GPR83
ENSG00000064835	ENSG00000064835.12	87259404	87276584	3	POU1F1
ENSG00000213047	ENSG00000213047.13	197504748	197775696	1	DENND1B
ENSG00000106246	ENSG00000106246.18	99416739	99466163	7	PTCD1
ENSG00000104974	ENSG00000104974.12	54593582	54602381	19	LILRA1
ENSG00000114547	ENSG00000114547.10	125969160	125983454	3	ROPN1B
ENSG00000170500	ENSG00000170500.13	100271875	100322501	2	LONRF2
ENSG00000104972	ENSG00000104972.16	54617158	54638022	19	LILRB1
ENSG00000168778	ENSG00000168778.13	123671110	123708399	12	TCTN2
ENSG00000115526	ENSG00000115526.11	100391860	100417668	2	CHST10
ENSG00000155511	ENSG00000155511.19	153489615	153813869	5	GRIA1
ENSG00000051341	ENSG00000051341.15	121431431	121545988	3	POLQ
ENSG00000188191	ENSG00000188191.16	549197	727650	7	PRKAR1B
ENSG00000186103	ENSG00000186103.5	121567949	121590622	3	ARGFX
ENSG00000163833	ENSG00000163833.8	121593379	121630295	3	FBXO40
ENSG00000134077	ENSG00000134077.16	9362971	9386791	3	THUMPD3
ENSG00000127824	ENSG00000127824.15	219249710	219277902	2	TUBA4A
ENSG00000242019	ENSG00000242019.2	54724442	54736632	19	KIR3DL3
ENSG00000156959	ENSG00000156959.9	9498361	9553822	3	LHFPL4
ENSG00000068028	ENSG00000068028.18	50329782	50340980	3	RASSF1
ENSG00000243772	ENSG00000243772.8	54738513	54753052	19	KIR2DL3
ENSG00000135924	ENSG00000135924.17	219279342	219286898	2	DNAJB2
ENSG00000125498	ENSG00000125498.20	54769793	54784322	19	KIR2DL1
ENSG00000111231	ENSG00000111231.9	110452486	110469268	12	GPN3
ENSG00000128573	ENSG00000128573.28	114086327	114693772	7	FOXP2
ENSG00000110429	ENSG00000110429.14	33740939	33774543	11	FBXO3
ENSG00000140416	ENSG00000140416.24	63042632	63071915	15	TPM1
ENSG00000117400	ENSG00000117400.18	43337818	43354466	1	MPL
ENSG00000167633	ENSG00000167633.18	54816468	54830778	19	KIR3DL1
ENSG00000153822	ENSG00000153822.15	70053429	70135608	17	KCNJ16
ENSG00000117399	ENSG00000117399.14	43358981	43363203	1	CDC20
ENSG00000204856	ENSG00000204856.12	110468415	110490385	12	FAM216A
ENSG00000181408	ENSG00000181408.5	82371765	82377458	17	UTS2R
ENSG00000278599	ENSG00000278599.6	38127951	38138868	17	TBC1D3E
ENSG00000053524	ENSG00000053524.13	183178041	183428778	3	MCF2L2
ENSG00000172150	ENSG00000172150.4	3197519	3198448	17	OR1A2
ENSG00000278299	ENSG00000278299.6	38057693	38068634	17	TBC1D3C
ENSG00000138381	ENSG00000138381.10	189661385	189670831	2	ASNSD1
ENSG00000170703	ENSG00000170703.16	48762234	48817229	17	TTLL6
ENSG00000169045	ENSG00000169045.18	179614178	179634784	5	HNRNPH1
ENSG00000128694	ENSG00000128694.12	189746660	189763227	2	OSGEPL1
ENSG00000066322	ENSG00000066322.15	43363398	43368074	1	ELOVL1
ENSG00000240403	ENSG00000240403.5	54850443	54867207	19	KIR3DL2
ENSG00000151164	ENSG00000151164.19	110501655	110533556	12	RAD9B
ENSG00000279000	ENSG00000279000.4	7924592	7931268	11	OR10A6
ENSG00000172362	ENSG00000172362.4	58438994	58442236	11	OR5B12
ENSG00000176742	ENSG00000176742.3	5199735	5200682	11	OR51V1
